filename,source,file_type,year,topic_keyword,url,scrape_status,category
2018-19-Trade-Policy-and-the-Edible-Oilseed-Sector-of-India-1.pdf,DAFW,PDF,Unknown,2018-19-Trade-Policy-and-the-Edible-Oilseed-Sector,https://desagri.gov.in/wp-content/uploads/2024/04/2018-19-Trade-Policy-and-the-Edible-Oilseed-Sector-of-India-1.pdf,✅,pdfs
2018-19-Trade-Policy-and-the-Edible-Oilseed-Sector-of-India.pdf,DAFW,PDF,Unknown,2018-19-Trade-Policy-and-the-Edible-Oilseed-Sector,https://desagri.gov.in/wp-content/uploads/2024/04/2018-19-Trade-Policy-and-the-Edible-Oilseed-Sector-of-India.pdf,✅,pdfs
2018-19-UPTAKE-ANALYSIS-OF-PRADHAN-MANTRI-FASAL-BIMA-YOJANA-IN-KARNATAKA.pdf,DAFW,PDF,Unknown,2018-19-UPTAKE-ANALYSIS-OF-PRADHAN-MANTRI-FASAL-BI,https://desagri.gov.in/wp-content/uploads/2024/04/2018-19-UPTAKE-ANALYSIS-OF-PRADHAN-MANTRI-FASAL-BIMA-YOJANA-IN-KARNATAKA.pdf,✅,pdfs
2018-19_Performance-of-Pradhan-Mantri-Fasal-Bima-Yojana-PMFBY-in-Gujarat-Uptake-Adoption-Willingness-to-Pay.pdf,DAFW,PDF,Unknown,2018-19 Performance-of-Pradhan-Mantri-Fasal-Bima-Y,https://desagri.gov.in/wp-content/uploads/2024/03/2018-19_Performance-of-Pradhan-Mantri-Fasal-Bima-Yojana-PMFBY-in-Gujarat-Uptake-Adoption-Willingness-to-Pay.pdf,✅ (cached),pdfs
2019-19-Solarisation-of-Agricultural-Water-Pumps-in-Western-India.pdf,DAFW,PDF,Unknown,2019-19-Solarisation-of-Agricultural-Water-Pumps-i,https://desagri.gov.in/wp-content/uploads/2024/03/2019-19-Solarisation-of-Agricultural-Water-Pumps-in-Western-India.pdf,✅ (cached),pdfs
2019-20-Assessment-of-Livestock-Feed-and-Fodder-in-Gujarat.pdf,DAFW,PDF,Unknown,2019-20-Assessment-of-Livestock-Feed-and-Fodder-in,https://desagri.gov.in/wp-content/uploads/2024/03/2019-20-Assessment-of-Livestock-Feed-and-Fodder-in-Gujarat.pdf,✅ (cached),pdfs
2019-20-Farmers-Participation-in-Indias-Futures-Markets.pdf,DAFW,PDF,Unknown,2019-20-Farmers-Participation-in-Indias-Futures-Ma,https://desagri.gov.in/wp-content/uploads/2024/04/2019-20-Farmers-Participation-in-Indias-Futures-Markets.pdf,✅,pdfs
2019-20-Impact-Evaluation-of-Farm-Debt-Waiver-Scheme-on-Farmers-Livelihood-in-Punjab.pdf,DAFW,PDF,Unknown,2019-20-Impact-Evaluation-of-Farm-Debt-Waiver-Sche,https://desagri.gov.in/wp-content/uploads/2024/04/2019-20-Impact-Evaluation-of-Farm-Debt-Waiver-Scheme-on-Farmers-Livelihood-in-Punjab.pdf,✅,pdfs
2019-20-Jhuming-to-Mainstream-Farming-as-an-Alternative-way-of-Livelihood-among-the-Tribals-of-Tripura-1.pdf,DAFW,PDF,Unknown,2019-20-Jhuming-to-Mainstream-Farming-as-an-Altern,https://desagri.gov.in/wp-content/uploads/2024/04/2019-20-Jhuming-to-Mainstream-Farming-as-an-Alternative-way-of-Livelihood-among-the-Tribals-of-Tripura-1.pdf,✅,pdfs
2019-20-Jhuming-to-Mainstream-Farming-as-an-Alternative-way-of-Livelihood-among-the-Tribals-of-Tripura.pdf,DAFW,PDF,Unknown,2019-20-Jhuming-to-Mainstream-Farming-as-an-Altern,https://desagri.gov.in/wp-content/uploads/2024/04/2019-20-Jhuming-to-Mainstream-Farming-as-an-Alternative-way-of-Livelihood-among-the-Tribals-of-Tripura.pdf,✅,pdfs
2019-20-PMKSY_PDMC-in-Telangana.pdf,DAFW,PDF,Unknown,2019-20-PMKSY PDMC-in-Telangana,https://desagri.gov.in/wp-content/uploads/2024/03/2019-20-PMKSY_PDMC-in-Telangana.pdf,✅ (cached),pdfs
2019-20-Production-Markets-and-Trade-Factors-Affecting-Pulses-in-India.pdf,DAFW,PDF,Unknown,2019-20-Production-Markets-and-Trade-Factors-Affec,https://desagri.gov.in/wp-content/uploads/2024/03/2019-20-Production-Markets-and-Trade-Factors-Affecting-Pulses-in-India.pdf,✅ (cached),pdfs
2019-20-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-region-of-Madhya-Pradesh.pdf,DAFW,PDF,Unknown,2019-20-Strategies-to-Bridge-Yield-Gap-of-Major-Cr,https://desagri.gov.in/wp-content/uploads/2024/03/2019-20-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-region-of-Madhya-Pradesh.pdf,✅ (cached),pdfs
202-21-Improving-Water-Use-Efficiency-in-Indias-Agriculture-Micro-Irrigation-under-PMKSY-PDMC-in-Sikkim.pdf,DAFW,PDF,Unknown,202-21-Improving-Water-Use-Efficiency-in-Indias-Ag,https://desagri.gov.in/wp-content/uploads/2024/04/202-21-Improving-Water-Use-Efficiency-in-Indias-Agriculture-Micro-Irrigation-under-PMKSY-PDMC-in-Sikkim.pdf,✅,pdfs
2020-12-Village-Survey-Report_-Palakurichi-A-Resurvey-2019.pdf,DAFW,PDF,Unknown,2020-12-Village-Survey-Report -Palakurichi-A-Resur,https://desagri.gov.in/wp-content/uploads/2024/04/2020-12-Village-Survey-Report_-Palakurichi-A-Resurvey-2019.pdf,✅ (cached),pdfs
2020-21-Assessing-the-Impact-of-Covid-19-on-Sugarcane-farmers-in-Haryana-and-Uttarakhand.pdf,DAFW,PDF,Unknown,2020-21-Assessing-the-Impact-of-Covid-19-on-Sugarc,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Assessing-the-Impact-of-Covid-19-on-Sugarcane-farmers-in-Haryana-and-Uttarakhand.pdf,✅,pdfs
2020-21-Assessment-of-Feed-and-Fodder-in-Kerala-1.pdf,DAFW,PDF,Unknown,2020-21-Assessment-of-Feed-and-Fodder-in-Kerala-1,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Assessment-of-Feed-and-Fodder-in-Kerala-1.pdf,✅,pdfs
2020-21-Assessment-of-Feed-and-Fodder-in-Kerala.pdf,DAFW,PDF,Unknown,2020-21-Assessment-of-Feed-and-Fodder-in-Kerala,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Assessment-of-Feed-and-Fodder-in-Kerala.pdf,✅,pdfs
2020-21-Assessment-of-Livestock-Feed-and-Fodder-in-Haryana-1.pdf,DAFW,PDF,Unknown,2020-21-Assessment-of-Livestock-Feed-and-Fodder-in,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Assessment-of-Livestock-Feed-and-Fodder-in-Haryana-1.pdf,✅,pdfs
2020-21-Assessment-of-Livestock-Feed-and-Fodder-in-Haryana.pdf,DAFW,PDF,Unknown,2020-21-Assessment-of-Livestock-Feed-and-Fodder-in,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Assessment-of-Livestock-Feed-and-Fodder-in-Haryana.pdf,✅,pdfs
2020-21-Assessment-of-Livestock-Feed-and-Fodder-in-the-State-of-West-Bengal.pdf,DAFW,PDF,Unknown,2020-21-Assessment-of-Livestock-Feed-and-Fodder-in,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Assessment-of-Livestock-Feed-and-Fodder-in-the-State-of-West-Bengal.pdf,✅,pdfs
2020-21-Electronic-National-Agricultural-Market-e-NAM-A-Review-of-Performance-and-Prospects-1.pdf,DAFW,PDF,Unknown,2020-21-Electronic-National-Agricultural-Market-e-,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Electronic-National-Agricultural-Market-e-NAM-A-Review-of-Performance-and-Prospects-1.pdf,✅,pdfs
2020-21-Electronic-National-Agricultural-Market-e-NAM-A-Review-of-Performance-and-Prospects.pdf,DAFW,PDF,Unknown,2020-21-Electronic-National-Agricultural-Market-e-,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Electronic-National-Agricultural-Market-e-NAM-A-Review-of-Performance-and-Prospects.pdf,✅,pdfs
2020-21-EVALUATION-OF-ZERO-BUDGET-NATURAL-FARMING-ZBNF-INITIATIVES-IN-ANDHRA-PRADESH-1.pdf,DAFW,PDF,Unknown,2020-21-EVALUATION-OF-ZERO-BUDGET-NATURAL-FARMING-,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-EVALUATION-OF-ZERO-BUDGET-NATURAL-FARMING-ZBNF-INITIATIVES-IN-ANDHRA-PRADESH-1.pdf,✅,pdfs
2020-21-EVALUATION-OF-ZERO-BUDGET-NATURAL-FARMING-ZBNF-INITIATIVES-IN-ANDHRA-PRADESH.pdf,DAFW,PDF,Unknown,2020-21-EVALUATION-OF-ZERO-BUDGET-NATURAL-FARMING-,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-EVALUATION-OF-ZERO-BUDGET-NATURAL-FARMING-ZBNF-INITIATIVES-IN-ANDHRA-PRADESH.pdf,✅,pdfs
2020-21-Farm-Profitability-due-to-Market-Imperfections-in-Bihar.pdf,DAFW,PDF,Unknown,2020-21-Farm-Profitability-due-to-Market-Imperfect,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Farm-Profitability-due-to-Market-Imperfections-in-Bihar.pdf,✅,pdfs
2020-21-Impact-Evaluation-of-Farm-Debt-Waiver-Scheme-on-Farmers-Livelihood-in-India.pdf,DAFW,PDF,Unknown,2020-21-Impact-Evaluation-of-Farm-Debt-Waiver-Sche,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Impact-Evaluation-of-Farm-Debt-Waiver-Scheme-on-Farmers-Livelihood-in-India.pdf,✅,pdfs
2020-21-Improving-Water-Use-Efficiency-in-Indias-Agriculture-Micro-Irrigation-under-PMKSY-PDMC-in-Sikkim.pdf,DAFW,PDF,Unknown,2020-21-Improving-Water-Use-Efficiency-in-Indias-A,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Improving-Water-Use-Efficiency-in-Indias-Agriculture-Micro-Irrigation-under-PMKSY-PDMC-in-Sikkim.pdf,✅,pdfs
2020-21-Market-Analysis-of-Bamboo-Products-in-Assam.pdf,DAFW,PDF,Unknown,2020-21-Market-Analysis-of-Bamboo-Products-in-Assa,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Market-Analysis-of-Bamboo-Products-in-Assam.pdf,✅ (cached),pdfs
2020-21-Market-Imperfections-and-Farm-Profitability-in-Gujarat-1.pdf,DAFW,PDF,Unknown,2020-21-Market-Imperfections-and-Farm-Profitabilit,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Market-Imperfections-and-Farm-Profitability-in-Gujarat-1.pdf,✅,pdfs
2020-21-Market-Imperfections-and-Farm-Profitability-in-Gujarat-2.pdf,DAFW,PDF,Unknown,2020-21-Market-Imperfections-and-Farm-Profitabilit,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Market-Imperfections-and-Farm-Profitability-in-Gujarat-2.pdf,✅,pdfs
2020-21-Market-Imperfections-and-Farm-Profitability-in-Madhya-Pradesh-1.pdf,DAFW,PDF,Unknown,2020-21-Market-Imperfections-and-Farm-Profitabilit,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Market-Imperfections-and-Farm-Profitability-in-Madhya-Pradesh-1.pdf,✅,pdfs
2020-21-Micro-Irrigation-under-PMKSY-PDMC-in-Madhya-Pradesh.pdf,DAFW,PDF,Unknown,2020-21-Micro-Irrigation-under-PMKSY-PDMC-in-Madhy,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Micro-Irrigation-under-PMKSY-PDMC-in-Madhya-Pradesh.pdf,✅ (cached),pdfs
2020-21-Pradhan-Mantri-Krishi-Sinchayee-Yojana-PMKSY-Per-Drop-More-Crop.pdf,DAFW,PDF,Unknown,2020-21-Pradhan-Mantri-Krishi-Sinchayee-Yojana-PMK,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Pradhan-Mantri-Krishi-Sinchayee-Yojana-PMKSY-Per-Drop-More-Crop.pdf,✅ (cached),pdfs
2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Mini-Kits-of-Pulses-in-Madhya-Pradesh-1.pdf,DAFW,PDF,Unknown,2020-21-Relevance-and-Distribution-Efficiency-of-S,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Mini-Kits-of-Pulses-in-Madhya-Pradesh-1.pdf,✅,pdfs
2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Mini-Kits-of-Pulses-in-Madhya-Pradesh.pdf,DAFW,PDF,Unknown,2020-21-Relevance-and-Distribution-Efficiency-of-S,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Mini-Kits-of-Pulses-in-Madhya-Pradesh.pdf,✅,pdfs
2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Minikits-in-Pulses-in-Bihar.pdf,DAFW,PDF,Unknown,2020-21-Relevance-and-Distribution-Efficiency-of-S,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Minikits-in-Pulses-in-Bihar.pdf,✅ (cached),pdfs
2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Minikits-of-Pulses-in-Maharashtra-1.pdf,DAFW,PDF,Unknown,2020-21-Relevance-and-Distribution-Efficiency-of-S,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Minikits-of-Pulses-in-Maharashtra-1.pdf,✅,pdfs
2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Minikits-of-Pulses-in-Maharashtra.pdf,DAFW,PDF,Unknown,2020-21-Relevance-and-Distribution-Efficiency-of-S,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Relevance-and-Distribution-Efficiency-of-Seed-Minikits-of-Pulses-in-Maharashtra.pdf,✅,pdfs
2020-21-Relevance-and-Distribution-Efficiency-of-seed-Minikits-of-Pulses-in-Rajasthan.pdf,DAFW,PDF,Unknown,2020-21-Relevance-and-Distribution-Efficiency-of-s,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Relevance-and-Distribution-Efficiency-of-seed-Minikits-of-Pulses-in-Rajasthan.pdf,✅,pdfs
2020-21-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-Region-of-India-Consolidated.pdf,DAFW,PDF,Unknown,2020-21-Strategies-to-Bridge-Yield-Gap-of-Major-Cr,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Strategies-to-Bridge-Yield-Gap-of-Major-Crops-in-Bundelkhand-Region-of-India-Consolidated.pdf,✅,pdfs
2020-21-Sugarcane-Transportation-and-Harvesting-Cost.pdf,DAFW,PDF,Unknown,2020-21-Sugarcane-Transportation-and-Harvesting-Co,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Sugarcane-Transportation-and-Harvesting-Cost.pdf,✅ (cached),pdfs
2020-21-The-Extent-of-Erosion-into-Farm-Profitability-due-to-Market-Imperfections-in-Punjab-1.pdf,DAFW,PDF,Unknown,2020-21-The-Extent-of-Erosion-into-Farm-Profitabil,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-The-Extent-of-Erosion-into-Farm-Profitability-due-to-Market-Imperfections-in-Punjab-1.pdf,✅,pdfs
2020-21-The-Extent-of-Erosion-into-Farm-Profitability-due-to-Market-Imperfections-in-Punjab.pdf,DAFW,PDF,Unknown,2020-21-The-Extent-of-Erosion-into-Farm-Profitabil,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-The-Extent-of-Erosion-into-Farm-Profitability-due-to-Market-Imperfections-in-Punjab.pdf,✅,pdfs
2020-21-Understanding-Performance-and-Impact-of-producer-in-India.pdf,DAFW,PDF,Unknown,2020-21-Understanding-Performance-and-Impact-of-pr,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21-Understanding-Performance-and-Impact-of-producer-in-India.pdf,✅ (cached),pdfs
2020-21-Village-Survey-Study-in-Gujarat-1.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Gujarat-1,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Gujarat-1.pdf,✅,pdfs
2020-21-Village-Survey-Study-in-Gujarat.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Gujarat,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Gujarat.pdf,✅,pdfs
2020-21-Village-Survey-Study-in-Maharashta-Gulumb-Village-1.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Maharashta-Gulumb-,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Maharashta-Gulumb-Village-1.pdf,✅,pdfs
2020-21-Village-Survey-Study-in-Maharashta-Gulumb-Village.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Maharashta-Gulumb-,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Maharashta-Gulumb-Village.pdf,✅,pdfs
2020-21-Village-Survey-Study-in-Rajasthan-1.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Rajasthan-1,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Rajasthan-1.pdf,✅,pdfs
2020-21-Village-Survey-Study-in-Rajasthan.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Rajasthan,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Rajasthan.pdf,✅,pdfs
2020-21-Village-Survey-Study-in-Uttar-Pradesh.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-in-Uttar-Pradesh,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-in-Uttar-Pradesh.pdf,✅,pdfs
2020-21-Village-Survey-Study-Village-Sohuan-Punjab-1.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-Village-Sohuan-Punjab,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-Village-Sohuan-Punjab-1.pdf,✅,pdfs
2020-21-Village-Survey-Study-Village-Sohuan-Punjab.pdf,DAFW,PDF,Unknown,2020-21-Village-Survey-Study-Village-Sohuan-Punjab,https://desagri.gov.in/wp-content/uploads/2024/04/2020-21-Village-Survey-Study-Village-Sohuan-Punjab.pdf,✅,pdfs
2020-21Assessment-of-Ratio-of-different-Products-of-Spices-being-marketed_Study-based-on-ginger-and-turmeric.pdf,DAFW,PDF,Unknown,2020-21Assessment-of-Ratio-of-different-Products-o,https://desagri.gov.in/wp-content/uploads/2024/03/2020-21Assessment-of-Ratio-of-different-Products-of-Spices-being-marketed_Study-based-on-ginger-and-turmeric.pdf,✅ (cached),pdfs
2021-22-AGRICULTURAL-MARKET-IMPERFECTIONS-AND-FARM-PROFITABILITY-1.pdf,DAFW,PDF,Unknown,2021-22-AGRICULTURAL-MARKET-IMPERFECTIONS-AND-FARM,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-AGRICULTURAL-MARKET-IMPERFECTIONS-AND-FARM-PROFITABILITY-1.pdf,✅,pdfs
2021-22-AGRICULTURAL-MARKET-IMPERFECTIONS-AND-FARM-PROFITABILITY.pdf,DAFW,PDF,Unknown,2021-22-AGRICULTURAL-MARKET-IMPERFECTIONS-AND-FARM,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-AGRICULTURAL-MARKET-IMPERFECTIONS-AND-FARM-PROFITABILITY.pdf,✅,pdfs
2021-22-Castor-Crop-Cultivation-in-Gujarat-1.pdf,DAFW,PDF,Unknown,2021-22-Castor-Crop-Cultivation-in-Gujarat-1,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-Castor-Crop-Cultivation-in-Gujarat-1.pdf,✅,pdfs
2021-22-Castor-Crop-Cultivation-in-Gujarat.pdf,DAFW,PDF,Unknown,2021-22-Castor-Crop-Cultivation-in-Gujarat,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-Castor-Crop-Cultivation-in-Gujarat.pdf,✅,pdfs
2021-22-Futures-Market-for-Agriculture-Commodities-in-India.pdf,DAFW,PDF,Unknown,2021-22-Futures-Market-for-Agriculture-Commodities,https://desagri.gov.in/wp-content/uploads/2024/03/2021-22-Futures-Market-for-Agriculture-Commodities-in-India.pdf,✅ (cached),pdfs
2021-22-IdentIfIcatIon-of-nodal-markets-for-prIce-monItorIng.pdf,DAFW,PDF,Unknown,2021-22-IdentIfIcatIon-of-nodal-markets-for-prIce-,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-IdentIfIcatIon-of-nodal-markets-for-prIce-monItorIng.pdf,✅,pdfs
2021-22-Micro-Irrigation-under-the-Pradhan-Mantri-Krishi-Sinchayee-Yojana-PMKSY-PDMC-in-Maharashtra.pdf,DAFW,PDF,Unknown,2021-22-Micro-Irrigation-under-the-Pradhan-Mantri-,https://desagri.gov.in/wp-content/uploads/2024/03/2021-22-Micro-Irrigation-under-the-Pradhan-Mantri-Krishi-Sinchayee-Yojana-PMKSY-PDMC-in-Maharashtra.pdf,✅ (cached),pdfs
2021-22-Requirement-and-Availability-of-Cold-Chain-for-Fruits-and-Vegetables-in-the-Country.pdf,DAFW,PDF,Unknown,2021-22-Requirement-and-Availability-of-Cold-Chain,https://desagri.gov.in/wp-content/uploads/2024/03/2021-22-Requirement-and-Availability-of-Cold-Chain-for-Fruits-and-Vegetables-in-the-Country.pdf,✅ (cached),pdfs
2021-22-SEED-MINIKITS-OF-PULSES-1.pdf,DAFW,PDF,Unknown,2021-22-SEED-MINIKITS-OF-PULSES-1,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-SEED-MINIKITS-OF-PULSES-1.pdf,✅,pdfs
2021-22-Seed-Minikits-of-Pulses-Program-Relevance-and-Distribution-Efficiency-in-Karnataka-1.pdf,DAFW,PDF,Unknown,2021-22-Seed-Minikits-of-Pulses-Program-Relevance-,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-Seed-Minikits-of-Pulses-Program-Relevance-and-Distribution-Efficiency-in-Karnataka-1.pdf,✅,pdfs
2021-22-Seed-Minikits-of-Pulses-Program-Relevance-and-Distribution-Efficiency-in-Karnataka.pdf,DAFW,PDF,Unknown,2021-22-Seed-Minikits-of-Pulses-Program-Relevance-,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-Seed-Minikits-of-Pulses-Program-Relevance-and-Distribution-Efficiency-in-Karnataka.pdf,✅,pdfs
2021-22-SEED-MINIKITS-OF-PULSES.pdf,DAFW,PDF,Unknown,2021-22-SEED-MINIKITS-OF-PULSES,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-SEED-MINIKITS-OF-PULSES.pdf,✅,pdfs
2021-22-THE-EXTENT-OF-EROSION-INTO-FARM-PROFITABILITY-DUE-TO-MARKET-IMPERFECTIONS-1.pdf,DAFW,PDF,Unknown,2021-22-THE-EXTENT-OF-EROSION-INTO-FARM-PROFITABIL,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-THE-EXTENT-OF-EROSION-INTO-FARM-PROFITABILITY-DUE-TO-MARKET-IMPERFECTIONS-1.pdf,✅,pdfs
2021-22-THE-EXTENT-OF-EROSION-INTO-FARM-PROFITABILITY-DUE-TO-MARKET-IMPERFECTIONS.pdf,DAFW,PDF,Unknown,2021-22-THE-EXTENT-OF-EROSION-INTO-FARM-PROFITABIL,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-THE-EXTENT-OF-EROSION-INTO-FARM-PROFITABILITY-DUE-TO-MARKET-IMPERFECTIONS.pdf,✅,pdfs
2021-22-Village-Survey-Study-in-Andhra-Pradesh-Diguva-Abbavaram-Village-1.pdf,DAFW,PDF,Unknown,2021-22-Village-Survey-Study-in-Andhra-Pradesh-Dig,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-Village-Survey-Study-in-Andhra-Pradesh-Diguva-Abbavaram-Village-1.pdf,✅,pdfs
2021-22-Village-Survey-Study-in-Andhra-Pradesh-Diguva-Abbavaram-Village.pdf,DAFW,PDF,Unknown,2021-22-Village-Survey-Study-in-Andhra-Pradesh-Dig,https://desagri.gov.in/wp-content/uploads/2024/04/2021-22-Village-Survey-Study-in-Andhra-Pradesh-Diguva-Abbavaram-Village.pdf,✅,pdfs
2022-23-Estimating-and-Bridging-the-Yield-Gaps-in-Oilseeds-for-Atma-Nirbhar-Bharat.pdf,DAFW,PDF,Unknown,2022-23-Estimating-and-Bridging-the-Yield-Gaps-in-,https://desagri.gov.in/wp-content/uploads/2024/04/2022-23-Estimating-and-Bridging-the-Yield-Gaps-in-Oilseeds-for-Atma-Nirbhar-Bharat.pdf,✅ (cached),pdfs
2022-23-Farmers-Perceptions-regarding-Production-and-Marketing-of-Quality-Seed-in-Madhya-Pradesh-1.pdf,DAFW,PDF,Unknown,2022-23-Farmers-Perceptions-regarding-Production-a,https://desagri.gov.in/wp-content/uploads/2024/04/2022-23-Farmers-Perceptions-regarding-Production-and-Marketing-of-Quality-Seed-in-Madhya-Pradesh-1.pdf,✅,pdfs
2022-23-Farmers-Perceptions-regarding-Production-and-Marketing-of-Quality-Seed-in-Madhya-Pradesh.pdf,DAFW,PDF,Unknown,2022-23-Farmers-Perceptions-regarding-Production-a,https://desagri.gov.in/wp-content/uploads/2024/04/2022-23-Farmers-Perceptions-regarding-Production-and-Marketing-of-Quality-Seed-in-Madhya-Pradesh.pdf,✅,pdfs
2022-23-Role-of-Women-in-Agricultural-Sector-Case-of-Maharashtra-1.pdf,DAFW,PDF,Unknown,2022-23-Role-of-Women-in-Agricultural-Sector-Case-,https://desagri.gov.in/wp-content/uploads/2024/04/2022-23-Role-of-Women-in-Agricultural-Sector-Case-of-Maharashtra-1.pdf,✅,pdfs
2022-23-Role-of-Women-in-Agricultural-Sector-Case-of-Maharashtra.pdf,DAFW,PDF,Unknown,2022-23-Role-of-Women-in-Agricultural-Sector-Case-,https://desagri.gov.in/wp-content/uploads/2024/04/2022-23-Role-of-Women-in-Agricultural-Sector-Case-of-Maharashtra.pdf,✅,pdfs
2022-23-The-Impact-of-PM-KISAN-Scheme-on-the-Farm-Income-of-Beneficiaries-in-Uttar-Pradesh.pdf,DAFW,PDF,Unknown,2022-23-The-Impact-of-PM-KISAN-Scheme-on-the-Farm-,https://desagri.gov.in/wp-content/uploads/2024/04/2022-23-The-Impact-of-PM-KISAN-Scheme-on-the-Farm-Income-of-Beneficiaries-in-Uttar-Pradesh.pdf,✅,pdfs
2022121938.pdf,MNRE,PDF,Unknown,2022121938,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2022/12/2022121938.pdf,✅ (cached),pdfs
2022121949.pdf,MNRE,PDF,Unknown,2022121949,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2022/12/2022121949.pdf,✅ (cached),pdfs
2022121976.pdf,MNRE,PDF,Unknown,2022121976,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2022/12/2022121976.pdf,✅ (cached),pdfs
2022121982.pdf,MNRE,PDF,Unknown,2022121982,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2022/12/2022121982.pdf,✅ (cached),pdfs
2023010910.pdf,MNRE,PDF,Unknown,2023010910,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2023/01/2023010910.pdf,✅ (cached),pdfs
2023053179.pdf,MNRE,PDF,Unknown,2023053179,https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2023/05/2023053179.pdf,✅ (cached),pdfs
